id_freelancer;id_trabajo;id_cliente;id_plataforma;Last_Name;Name;Fecha_inicio;Fecha_finalizacion;Job_Category;Platform;Experience_Level;Client_Region;Payment_Method;Job_Completed;Earnings_USD;Hourly_Rate;Job_Success_Rate;Client_Rating;Job_Duration_Days;Project_Type;Rehire_Rate;Marketing_Spend
90;938;938;938;Harris;Patricia;10/11/2023;19/07/2024;SEO;Toptal;Beginner;Europe;Crypto;158;7705;8777;9571;382;54;Hourly;3895;305
91;939;939;939;Martinez;Victor;09/02/2023;27/08/2024;Content Writing;Upwork;Expert;Europe;PayPal;86;8481;781;5589;462;50;Hourly;1279;54
92;940;940;940;Evans;Rachel;07/06/2023;21/01/2025;Graphic Design;Toptal;Beginner;UK;Bank Transfer;61;8380;8313;7883;467;79;Fixed;2918;495
93;941;941;941;Collins;Henry;17/06/2023;15/06/2024;SEO;PeoplePerHour;Intermediate;USA;Mobile Banking;11;8661;9737;637;366;7;Fixed;769;380
94;942;942;942;Gonzalez;Betty;23/06/2023;27/07/2024;SEO;Freelancer;Intermediate;USA;Mobile Banking;116;353;4179;7771;439;63;Fixed;7675;11
95;943;943;943;Wright;Steven;13/10/2023;28/02/2024;SEO;Upwork;Expert;Canada;Crypto;52;2212;3442;8257;454;15;Hourly;3466;82
96;944;944;944;Perry;Maria;26/02/2023;20/01/2025;SEO;PeoplePerHour;Intermediate;UK;Mobile Banking;84;6536;791;9149;431;89;Hourly;1302;31
97;945;945;945;Cole;Charles;06/09/2023;27/09/2024;SEO;Fiverr;Expert;Europe;Crypto;37;4152;1925;6032;33;67;Fixed;2254;407
98;946;946;946;Mitchell;Lori;10/10/2023;23/01/2024;Graphic Design;Freelancer;Intermediate;USA;Crypto;119;6924;5839;5055;475;30;Fixed;3746;85
99;947;947;947;Ward;Paul;29/10/2023;06/11/2024;App Development;PeoplePerHour;Expert;Australia;Crypto;7;1218;1998;5684;408;78;Fixed;7634;450
100;948;948;948;Gonzalez;Katie;29/10/2023;13/02/2024;Digital Marketing;PeoplePerHour;Expert;Australia;PayPal;8;465;7495;950;356;68;Fixed;1988;231
101;949;949;949;Perez;Adam;02/07/2023;08/05/2024;Data Entry;Upwork;Beginner;Australia;PayPal;264;5293;854;9369;385;36;Hourly;6345;410
102;950;950;950;Simmons;Shannon;01/01/2024;18/08/2024;SEO;Fiverr;Beginner;Europe;Crypto;46;199;2965;7987;308;67;Fixed;1761;444
103;951;951;951;Brown;Daniel;08/12/2023;17/02/2024;SEO;PeoplePerHour;Beginner;Europe;Crypto;13;6574;7107;8003;326;5;Fixed;7869;274
104;952;952;952;Robinson;Lillian;02/08/2023;11/11/2024;Data Entry;Freelancer;Beginner;Canada;Crypto;149;5949;2927;8325;453;25;Hourly;3671;200
105;953;953;953;King;Robert;08/01/2023;23/02/2024;App Development;PeoplePerHour;Expert;Asia;Mobile Banking;101;888;7423;5877;30;11;Fixed;6427;50
106;954;954;954;Johnson;Linda;07/02/2023;29/02/2024;Customer Support;Toptal;Intermediate;Canada;Crypto;280;6194;9961;9572;383;72;Fixed;3398;319
1;955;955;955;Smith;James;08/08/2023;16/02/2025;Web Development;Freelancer;Beginner;Canada;Crypto;146;9938;8072;7094;405;66;Fixed;5394;255
2;956;956;956;Johnson;Mary;28/02/2023;22/01/2024;App Development;Freelancer;Beginner;Middle East;Bank Transfer;282;9663;3747;6916;311;28;Fixed;2344;240
3;957;957;957;Williams;John;18/04/2023;15/02/2025;Web Development;PeoplePerHour;Beginner;Australia;Bank Transfer;31;7516;9056;7595;495;60;Fixed;2022;204
4;958;958;958;Jones;Patricia;14/11/2023;31/01/2024;Data Entry;Upwork;Intermediate;Europe;Bank Transfer;47;1370;986;5235;345;10;Fixed;7566;385
5;959;959;959;Brown;Robert;21/07/2023;03/01/2025;Digital Marketing;Freelancer;Expert;Australia;Bank Transfer;135;1573;7388;5831;361;50;Hourly;7424;419
6;960;960;960;Miller;Jennifer;03/06/2023;11/12/2024;Customer Support;Toptal;Beginner;Canada;Crypto;220;5284;722;869;361;39;Fixed;7212;476
7;961;961;961;Davis;Michael;23/01/2023;03/02/2024;Web Development;Upwork;Beginner;Europe;Bank Transfer;98;6194;2158;5414;346;37;Hourly;5378;383
8;962;962;962;Wilson;Linda;09/05/2023;24/10/2024;Data Entry;Upwork;Beginner;UK;Mobile Banking;12;602;9882;8016;30;63;Hourly;6658;394
9;963;963;963;Moore;William;16/05/2023;07/01/2024;Content Writing;Upwork;Intermediate;USA;Mobile Banking;90;3806;3928;6227;446;61;Hourly;1483;481
10;964;964;964;Taylor;Elizabeth;08/08/2023;13/06/2024;Data Entry;Freelancer;Beginner;USA;Bank Transfer;142;3721;8295;6946;493;85;Hourly;3344;195
11;965;965;965;Anderson;David;05/09/2023;12/08/2024;App Development;Upwork;Beginner;Canada;PayPal;250;531;4073;6443;345;38;Fixed;3196;451
12;966;966;966;Thomas;Susan;24/11/2023;10/12/2024;Customer Support;PeoplePerHour;Intermediate;Asia;Mobile Banking;25;649;848;6778;433;33;Fixed;545;243
13;967;967;967;Jackson;Richard;01/01/2023;15/12/2024;Customer Support;Upwork;Intermediate;Australia;Mobile Banking;269;7727;9672;8595;448;75;Fixed;3492;319
14;968;968;968;White;Jessica;13/06/2023;04/05/2024;Data Entry;Toptal;Beginner;UK;Bank Transfer;152;9406;4638;6486;47;45;Fixed;204;0
15;969;969;969;Harris;Charles;14/06/2023;25/05/2024;App Development;Fiverr;Beginner;Europe;Bank Transfer;188;9245;5814;7832;385;44;Hourly;5175;88
16;970;970;970;Martin;Sarah;09/03/2023;21/06/2024;Data Entry;Toptal;Intermediate;Asia;Crypto;231;2032;6472;738;361;1;Hourly;6701;281
17;971;971;971;Thompson;Joseph;27/07/2023;13/06/2024;Customer Support;Freelancer;Expert;Australia;Mobile Banking;296;1684;9381;8318;365;53;Hourly;3675;138
18;972;972;972;Garcia;Karen;16/05/2023;23/04/2024;Customer Support;Upwork;Intermediate;Canada;Bank Transfer;40;7880;2939;9684;443;47;Fixed;1926;86
19;973;973;973;Martinez;Thomas;20/10/2023;13/02/2024;Graphic Design;Upwork;Expert;Australia;Bank Transfer;250;3047;6307;8663;463;33;Hourly;2377;1
20;974;974;974;Roberts;Nancy;16/12/2023;30/06/2024;Data Entry;PeoplePerHour;Beginner;Canada;Crypto;77;736;3585;6075;336;67;Fixed;2662;466
21;975;975;975;Clark;Christopher;10/05/2023;31/03/2024;SEO;Upwork;Beginner;Middle East;Mobile Banking;154;5579;2561;5156;374;15;Hourly;3099;348
22;976;976;976;Rodriguez;Betty;15/09/2023;04/12/2024;Data Entry;Toptal;Expert;USA;Bank Transfer;5;1809;1307;6311;48;14;Fixed;550;167
23;977;977;977;Lewis;Daniel;26/02/2023;18/11/2024;Customer Support;Freelancer;Intermediate;Asia;Crypto;73;7073;6397;7975;461;23;Hourly;5207;118
24;978;978;978;Lee;Helen;25/05/2023;23/05/2024;Graphic Design;Fiverr;Beginner;USA;Bank Transfer;297;6258;888;5257;497;54;Hourly;5873;499
25;979;979;979;Walker;Paul;21/08/2023;17/04/2024;Graphic Design;Upwork;Expert;Australia;PayPal;234;7284;3838;7482;451;8;Fixed;3538;387
26;980;980;980;Hall;Sandra;12/01/2023;17/10/2024;Content Writing;Fiverr;Intermediate;UK;PayPal;215;2530;575;7984;379;54;Hourly;6768;79
27;981;981;981;Allen;Mark;18/11/2023;12/03/2024;App Development;Upwork;Expert;Europe;Bank Transfer;76;9579;660;6671;418;36;Hourly;2429;110
28;982;982;982;Young;Ashley;25/10/2023;13/07/2024;Digital Marketing;Freelancer;Intermediate;Canada;Mobile Banking;100;7526;4439;8855;432;84;Fixed;4283;164
29;983;983;983;King;Donald;14/09/2023;01/02/2025;Web Development;Toptal;Intermediate;Europe;PayPal;88;7820;9082;5533;316;52;Hourly;6607;381
30;984;984;984;Scott;Dorothy;08/12/2023;08/02/2024;Web Development;Freelancer;Intermediate;USA;Crypto;232;164;3946;5376;409;6;Hourly;2261;444
31;985;985;985;Green;George;26/10/2023;03/11/2024;Data Entry;Fiverr;Intermediate;UK;Bank Transfer;240;618;1688;8641;442;28;Hourly;1769;218
32;986;986;986;Adams;Deborah;27/10/2023;23/01/2025;Content Writing;Upwork;Expert;UK;Crypto;297;9795;1868;7477;333;50;Hourly;7186;4
33;987;987;987;Baker;Edward;26/12/2023;08/01/2025;Data Entry;Fiverr;Expert;Europe;PayPal;226;8001;8963;8442;456;38;Fixed;3401;398
34;988;988;988;Nelson;Helen;28/04/2023;13/02/2024;Web Development;Toptal;Expert;USA;Mobile Banking;227;2739;9886;7174;417;30;Fixed;5787;214
35;989;989;989;Carter;Steven;22/08/2023;01/07/2024;App Development;Freelancer;Expert;Europe;Crypto;285;4640;3245;6232;49;81;Hourly;1177;496
36;990;990;990;Mitchell;Emily;05/09/2023;26/11/2024;Customer Support;Fiverr;Expert;Australia;PayPal;225;3390;1864;9096;308;73;Fixed;583;194
37;991;991;991;Perez;Brian;03/12/2023;24/02/2025;App Development;Fiverr;Intermediate;UK;PayPal;220;3038;5081;8997;353;54;Hourly;3213;465
38;992;992;992;Roberts;Melissa;15/09/2023;29/01/2024;App Development;Toptal;Beginner;UK;PayPal;235;3201;7241;8473;42;71;Fixed;139;490
39;993;993;993;Evans;Jack;06/12/2023;26/06/2024;Graphic Design;Upwork;Beginner;Australia;Crypto;173;3065;6318;6361;359;46;Hourly;5269;281
40;994;994;994;Gonzalez;Amy;13/10/2023;04/12/2024;Customer Support;Fiverr;Expert;USA;PayPal;46;9063;9536;7951;443;28;Hourly;2686;5
41;995;995;995;Nelson;Kevin;19/11/2023;06/11/2024;Digital Marketing;Toptal;Expert;UK;Bank Transfer;262;6395;8269;6805;452;17;Fixed;3708;378
42;996;996;996;Carter;Debra;03/03/2023;25/10/2024;Customer Support;Upwork;Beginner;Asia;PayPal;200;3624;8755;5458;321;48;Hourly;1564;299
43;997;997;997;Morris;Andrew;27/03/2023;01/01/2025;Content Writing;Upwork;Intermediate;Middle East;Bank Transfer;100;7888;5646;9587;403;44;Hourly;203;57
44;998;998;998;Wright;Stephanie;22/05/2023;25/01/2025;Graphic Design;Freelancer;Expert;Middle East;Mobile Banking;18;1658;3609;5684;402;60;Hourly;3086;336
45;999;999;999;Martinez;Joshua;28/03/2023;29/09/2024;Digital Marketing;Toptal;Intermediate;Middle East;Bank Transfer;117;609;7166;9751;374;60;Hourly;1628;301
46;1000;1000;1000;Hughes;Barbara;23/11/2023;30/01/2025;Content Writing;Upwork;Beginner;Canada;Mobile Banking;81;6671;4671;723;487;5;Fixed;7376;101
47;1001;1001;1001;King;Frank;06/06/2023;28/05/2024;Content Writing;Freelancer;Beginner;Asia;Mobile Banking;281;7176;3234;5926;466;69;Fixed;1042;425
48;1002;1002;1002;Perez;Cynthia;17/06/2023;04/02/2024;Web Development;PeoplePerHour;Expert;Canada;Bank Transfer;164;5615;1947;771;439;78;Fixed;4387;47
49;1003;1003;1003;Young;Ryan;13/08/2023;08/06/2024;Graphic Design;Toptal;Intermediate;USA;Mobile Banking;123;4485;5515;9365;443;70;Fixed;1863;369
50;1004;1004;1004;Bennett;Rebecca;18/10/2023;09/12/2024;Content Writing;PeoplePerHour;Expert;Australia;Bank Transfer;165;5700;6145;8661;392;7;Hourly;3154;410
51;1005;1005;1005;Cole;Benjamin;04/02/2023;07/12/2024;SEO;Upwork;Beginner;Europe;Crypto;150;8853;5903;9033;484;53;Hourly;7482;275
52;1006;1006;1006;Bailey;Shirley;18/10/2023;29/08/2024;App Development;Toptal;Intermediate;Asia;Mobile Banking;167;1931;1607;8294;439;17;Hourly;2132;453
53;1007;1007;1007;Fisher;Edward;04/07/2023;20/01/2025;Content Writing;Freelancer;Expert;USA;Bank Transfer;183;4219;5915;8461;446;59;Hourly;7761;370
54;1008;1008;1008;Simmons;Dorothy;14/11/2023;09/07/2024;Digital Marketing;Upwork;Expert;Europe;Mobile Banking;93;3913;210;9246;472;9;Fixed;2441;162
55;1009;1009;1009;Parker;Douglas;11/03/2023;22/08/2024;Web Development;Toptal;Expert;USA;PayPal;227;7486;6805;6248;355;22;Fixed;6191;331
56;1010;1010;1010;Robinson;Marie;08/11/2023;17/12/2024;Data Entry;Toptal;Beginner;Canada;Bank Transfer;270;3758;4579;7447;461;45;Fixed;4827;431
57;1011;1011;1011;Evans;Peter;30/04/2023;13/12/2024;App Development;PeoplePerHour;Expert;Middle East;PayPal;243;1759;8563;6106;339;73;Hourly;7191;450
58;1012;1012;1012;Gomez;Alice;18/03/2023;01/02/2025;Web Development;Upwork;Intermediate;Australia;Mobile Banking;38;7910;7894;9938;369;59;Hourly;4878;495
59;1013;1013;1013;Hernandez;Arthur;14/12/2023;14/11/2024;Data Entry;Freelancer;Expert;Canada;Mobile Banking;171;1742;7382;972;367;80;Hourly;4742;195
60;1014;1014;1014;Cook;Sandra;06/08/2023;14/12/2024;Graphic Design;Freelancer;Beginner;Australia;Crypto;129;9487;7157;5197;496;13;Hourly;2368;376
61;1015;1015;1015;Morris;Samuel;22/10/2023;26/09/2024;Graphic Design;Upwork;Expert;Asia;Bank Transfer;228;175;5825;8528;471;83;Fixed;2164;435
62;1016;1016;1016;Diaz;Virginia;11/09/2023;15/06/2024;Content Writing;Upwork;Beginner;Europe;PayPal;154;1249;1081;9626;44;12;Fixed;7415;364
63;1017;1017;1017;James;Jackie;23/06/2023;02/01/2024;SEO;Fiverr;Beginner;USA;Crypto;193;6142;6727;5903;445;36;Fixed;3295;323
64;1018;1018;1018;Martinez;Jason;02/05/2023;05/07/2024;Graphic Design;PeoplePerHour;Intermediate;UK;Mobile Banking;47;2761;4936;784;412;10;Hourly;3605;131
65;1019;1019;1019;Taylor;Craig;20/08/2023;18/04/2024;Customer Support;Upwork;Intermediate;UK;Mobile Banking;33;9232;4961;9577;489;16;Fixed;6319;422
66;1020;1020;1020;Allen;Ruth;02/07/2023;24/01/2024;Content Writing;Upwork;Expert;Australia;Crypto;124;9763;4101;517;399;19;Hourly;3372;404
67;1021;1021;1021;Clark;Brenda;03/12/2023;19/10/2024;App Development;Fiverr;Beginner;Middle East;PayPal;35;6278;9326;8487;376;6;Fixed;7664;491
68;1022;1022;1022;Adams;Doris;24/09/2023;28/04/2024;Web Development;Fiverr;Beginner;Middle East;Mobile Banking;185;6045;287;6487;333;4;Fixed;6165;65
69;1023;1023;1023;Lopez;Gary;02/09/2023;22/02/2024;Graphic Design;Toptal;Intermediate;Australia;Mobile Banking;166;8232;3508;9622;457;30;Hourly;5182;399
70;1024;1024;1024;Walker;Jacqueline;22/01/2023;24/10/2024;Customer Support;Freelancer;Intermediate;Canada;Bank Transfer;132;5552;9649;9855;447;46;Hourly;7166;390
71;1025;1025;1025;White;Louis;01/05/2023;05/01/2024;Web Development;PeoplePerHour;Expert;UK;Crypto;259;5810;8196;9721;377;27;Hourly;1347;82
72;1026;1026;1026;Young;Tammy;28/05/2023;25/01/2024;Web Development;Toptal;Beginner;Canada;Mobile Banking;298;5632;634;7371;305;45;Fixed;2799;490
73;1027;1027;1027;Hernandez;Henry;16/10/2023;07/02/2024;SEO;Upwork;Intermediate;Europe;PayPal;258;2548;9108;931;468;85;Fixed;4255;480
74;1028;1028;1028;Hall;Susan;28/04/2023;25/03/2024;Graphic Design;Fiverr;Expert;UK;Bank Transfer;134;2615;2653;9223;302;37;Fixed;2589;264
75;1029;1029;1029;Roberts;Donald;09/08/2023;19/03/2024;Web Development;Freelancer;Beginner;Europe;Crypto;16;7039;7206;6596;441;9;Fixed;6207;228
76;1030;1030;1030;Miller;Christine;28/01/2023;21/01/2024;SEO;Toptal;Beginner;USA;PayPal;39;4840;5754;9145;494;61;Hourly;7434;272
77;1031;1031;1031;Nelson;Arthur;24/07/2023;08/04/2024;SEO;Freelancer;Intermediate;Canada;Mobile Banking;202;5074;560;5185;388;35;Fixed;3966;218
78;1032;1032;1032;Evans;Teresa;27/07/2023;21/09/2024;Graphic Design;Fiverr;Expert;Australia;Crypto;252;8357;732;7981;347;47;Hourly;3395;224
79;1033;1033;1033;Allen;Douglas;01/09/2023;21/04/2024;SEO;Toptal;Intermediate;UK;Crypto;114;1081;2468;615;441;21;Fixed;7731;112
80;1034;1034;1034;Garcia;Albert;28/11/2023;21/01/2024;Graphic Design;Toptal;Expert;Canada;PayPal;249;1291;2011;5603;463;17;Hourly;4114;139
81;1035;1035;1035;Collins;Jack;14/11/2023;09/11/2024;Customer Support;Freelancer;Beginner;Australia;Crypto;254;1792;6693;5385;409;55;Hourly;4423;184
82;1036;1036;1036;Russell;Martha;01/09/2023;05/01/2025;Graphic Design;Fiverr;Expert;USA;PayPal;167;5759;3261;8481;493;88;Fixed;3462;172
83;1037;1037;1037;Ramirez;George;12/12/2023;03/08/2024;Data Entry;Upwork;Expert;UK;Mobile Banking;52;6049;9753;6699;31;6;Fixed;7367;375
84;1038;1038;1038;Parker;Judy;27/11/2023;12/05/2024;Web Development;Toptal;Expert;Europe;Bank Transfer;75;4140;4789;8624;401;35;Hourly;4983;10
85;1039;1039;1039;Brooks;Dennis;06/08/2023;18/06/2024;Customer Support;Upwork;Expert;USA;PayPal;138;8210;156;5327;444;50;Fixed;6335;396
86;1040;1040;1040;Watson;Barbara;19/11/2023;18/09/2024;Digital Marketing;Fiverr;Expert;Middle East;Bank Transfer;243;6933;7015;6576;473;37;Hourly;6683;158
87;1041;1041;1041;Burns;Daniel;29/09/2023;22/04/2024;Graphic Design;Toptal;Intermediate;Australia;Crypto;72;5179;3409;7697;336;13;Fixed;3393;204
88;1042;1042;1042;Baker;Nancy;06/02/2023;21/07/2024;Web Development;Toptal;Expert;UK;PayPal;282;4453;1912;8954;46;25;Fixed;4036;229
89;1043;1043;1043;Watson;Brandon;13/03/2023;28/07/2024;App Development;Upwork;Expert;UK;Mobile Banking;36;6627;4517;6594;411;1;Fixed;6939;25
90;1044;1044;1044;Harris;Patricia;08/01/2023;18/05/2024;SEO;PeoplePerHour;Beginner;Asia;PayPal;127;4947;966;8129;379;49;Fixed;3543;318
91;1045;1045;1045;Martinez;Victor;06/01/2023;22/02/2024;Content Writing;Upwork;Expert;Asia;PayPal;26;213;4409;943;326;35;Fixed;6558;158
92;1046;1046;1046;Evans;Rachel;21/10/2023;11/10/2024;Graphic Design;Upwork;Beginner;USA;PayPal;159;3360;380;8079;473;83;Hourly;7587;277
93;1047;1047;1047;Collins;Henry;27/08/2023;20/02/2025;SEO;PeoplePerHour;Intermediate;UK;Bank Transfer;114;3438;4723;6165;331;53;Fixed;5362;389
94;1048;1048;1048;Gonzalez;Betty;03/11/2023;24/03/2024;SEO;Fiverr;Intermediate;Australia;Bank Transfer;275;1045;615;5122;362;52;Hourly;6191;147
95;1049;1049;1049;Wright;Steven;12/01/2023;22/09/2024;SEO;Fiverr;Expert;USA;Crypto;119;6211;1764;935;358;54;Hourly;6636;468
96;1050;1050;1050;Perry;Maria;21/10/2023;08/09/2024;SEO;Toptal;Intermediate;Europe;Crypto;224;1927;8572;5106;474;76;Hourly;6915;265
97;1051;1051;1051;Cole;Charles;12/01/2023;13/02/2024;SEO;Freelancer;Expert;USA;Crypto;234;8153;9791;9374;435;47;Fixed;3765;82
98;1052;1052;1052;Mitchell;Lori;29/08/2023;17/11/2024;Graphic Design;Freelancer;Intermediate;USA;Crypto;256;3314;200;7645;459;43;Hourly;1359;418
99;1053;1053;1053;Ward;Paul;23/06/2023;20/04/2024;App Development;Toptal;Expert;Europe;PayPal;253;1398;5587;9695;35;20;Hourly;3813;25
100;1054;1054;1054;Gonzalez;Katie;12/07/2023;19/08/2024;Digital Marketing;Freelancer;Expert;Middle East;Bank Transfer;13;2301;968;8994;425;33;Hourly;5716;70
101;1055;1055;1055;Perez;Adam;01/01/2023;04/09/2024;Data Entry;Upwork;Beginner;Asia;Bank Transfer;38;7340;1988;999;414;16;Hourly;4152;36
102;1056;1056;1056;Simmons;Shannon;16/06/2023;30/12/2024;SEO;Upwork;Beginner;Australia;Bank Transfer;232;9835;227;6754;467;78;Hourly;6243;391
103;1057;1057;1057;Brown;Daniel;18/10/2023;12/03/2024;SEO;PeoplePerHour;Beginner;Middle East;Bank Transfer;77;8068;9305;8836;481;7;Hourly;3499;132
104;1058;1058;1058;Robinson;Lillian;03/08/2023;10/01/2025;Data Entry;PeoplePerHour;Beginner;Middle East;Crypto;216;6640;7204;701;302;70;Fixed;5443;427
105;1059;1059;1059;King;Robert;15/10/2023;09/10/2024;App Development;Toptal;Expert;Middle East;PayPal;76;7708;1944;7399;435;21;Hourly;2305;483
106;1060;1060;1060;Johnson;Linda;12/12/2023;15/07/2024;Customer Support;Toptal;Intermediate;Asia;Bank Transfer;62;482;4238;8138;31;36;Hourly;6246;125
1;1061;1061;1061;Smith;James;12/03/2023;03/02/2024;Web Development;Toptal;Beginner;Canada;Mobile Banking;224;5793;1035;9368;41;86;Fixed;482;114
2;1062;1062;1062;Johnson;Mary;24/10/2023;25/12/2024;App Development;Upwork;Beginner;Asia;PayPal;279;5297;461;992;358;54;Hourly;2428;91
3;1063;1063;1063;Williams;John;26/01/2023;08/01/2024;Web Development;Freelancer;Beginner;Middle East;Mobile Banking;253;7765;789;8841;361;19;Fixed;3043;241
4;1064;1064;1064;Jones;Patricia;06/05/2023;22/04/2024;Data Entry;Toptal;Intermediate;Canada;PayPal;20;3867;5763;7089;371;25;Fixed;624;450
5;1065;1065;1065;Brown;Robert;20/07/2023;19/01/2024;Digital Marketing;Toptal;Expert;Europe;PayPal;79;1120;6651;7107;424;67;Hourly;4378;486
6;1066;1066;1066;Miller;Jennifer;29/05/2023;15/07/2024;Customer Support;Upwork;Beginner;Asia;PayPal;110;4650;3605;8688;367;53;Hourly;2512;199
7;1067;1067;1067;Davis;Michael;23/12/2023;16/12/2024;Web Development;Upwork;Beginner;Australia;Mobile Banking;140;8356;2033;6194;447;75;Fixed;7771;206
8;1068;1068;1068;Wilson;Linda;27/05/2023;24/11/2024;Data Entry;Upwork;Beginner;Middle East;Bank Transfer;78;9681;625;5552;381;48;Fixed;6006;116
9;1069;1069;1069;Moore;William;12/02/2023;28/11/2024;Content Writing;Freelancer;Intermediate;UK;Bank Transfer;258;1044;8302;6773;314;42;Fixed;770;218
10;1070;1070;1070;Taylor;Elizabeth;08/08/2023;02/03/2024;Data Entry;Toptal;Beginner;Europe;Mobile Banking;22;4368;6548;6436;457;47;Fixed;399;304
11;1071;1071;1071;Anderson;David;12/07/2023;22/07/2024;App Development;Fiverr;Beginner;Canada;Bank Transfer;47;4781;2679;6482;357;42;Hourly;4326;242
12;1072;1072;1072;Thomas;Susan;05/08/2023;14/08/2024;Customer Support;Fiverr;Intermediate;Asia;Crypto;54;6118;4475;6168;387;2;Fixed;7286;291
13;1073;1073;1073;Jackson;Richard;19/01/2023;02/11/2024;Customer Support;Toptal;Intermediate;Australia;Bank Transfer;7;7720;8114;521;437;6;Fixed;4675;463
14;1074;1074;1074;White;Jessica;01/10/2023;26/03/2024;Data Entry;Toptal;Beginner;USA;Crypto;236;4817;5618;5089;366;46;Fixed;5951;281
15;1075;1075;1075;Harris;Charles;28/10/2023;28/08/2024;App Development;Toptal;Beginner;Australia;Crypto;223;1007;3352;9939;311;66;Hourly;2765;300
16;1076;1076;1076;Martin;Sarah;17/03/2023;06/12/2024;Data Entry;Toptal;Intermediate;Australia;Crypto;63;8337;3038;7139;375;81;Fixed;4127;316
17;1077;1077;1077;Thompson;Joseph;02/04/2023;12/12/2024;Customer Support;Freelancer;Expert;Middle East;Mobile Banking;288;2204;2567;6922;489;40;Fixed;1864;171
18;1078;1078;1078;Garcia;Karen;05/06/2023;29/12/2024;Customer Support;Fiverr;Intermediate;Middle East;Bank Transfer;68;681;8325;8398;428;58;Hourly;2442;387
19;1079;1079;1079;Martinez;Thomas;16/09/2023;10/03/2024;Graphic Design;PeoplePerHour;Expert;Asia;Bank Transfer;74;9943;6028;6091;434;78;Hourly;1007;75
20;1080;1080;1080;Roberts;Nancy;31/08/2023;12/09/2024;Data Entry;Fiverr;Beginner;Asia;Mobile Banking;146;6095;7237;975;426;74;Fixed;1275;208
21;1081;1081;1081;Clark;Christopher;08/03/2023;01/06/2024;SEO;Fiverr;Beginner;Canada;Mobile Banking;206;747;8671;8932;34;33;Fixed;7841;313
22;1082;1082;1082;Rodriguez;Betty;17/09/2023;20/12/2024;Data Entry;Upwork;Expert;Asia;Bank Transfer;211;81;9875;5447;384;62;Fixed;2696;104
23;1083;1083;1083;Lewis;Daniel;24/12/2023;25/07/2024;Customer Support;Toptal;Intermediate;Canada;Mobile Banking;225;6259;287;7088;45;12;Hourly;5643;491
24;1084;1084;1084;Lee;Helen;08/06/2023;06/04/2024;Graphic Design;Toptal;Beginner;Middle East;Mobile Banking;250;4924;2219;9396;32;49;Hourly;6874;25
25;1085;1085;1085;Walker;Paul;22/01/2023;08/02/2025;Graphic Design;Toptal;Expert;Middle East;Crypto;85;5612;4889;9724;356;88;Fixed;4855;350
26;1086;1086;1086;Hall;Sandra;28/06/2023;27/07/2024;Content Writing;Upwork;Intermediate;UK;Mobile Banking;255;8790;833;7337;355;78;Fixed;2072;78
27;1087;1087;1087;Allen;Mark;24/10/2023;19/08/2024;App Development;Freelancer;Expert;UK;Crypto;55;2298;8021;8067;386;5;Fixed;6097;499
28;1088;1088;1088;Young;Ashley;18/01/2023;11/01/2025;Digital Marketing;Freelancer;Intermediate;Europe;PayPal;289;6242;8896;5835;496;51;Hourly;5202;481
29;1089;1089;1089;King;Donald;27/03/2023;18/11/2024;Web Development;PeoplePerHour;Intermediate;Middle East;Crypto;208;9945;7017;9956;314;69;Fixed;6119;127
30;1090;1090;1090;Scott;Dorothy;17/09/2023;20/04/2024;Web Development;Freelancer;Intermediate;USA;Crypto;29;6456;3046;6158;404;32;Fixed;6388;412
31;1091;1091;1091;Green;George;20/10/2023;11/04/2024;Data Entry;Freelancer;Intermediate;UK;Mobile Banking;45;1206;167;9714;336;49;Hourly;7828;136
32;1092;1092;1092;Adams;Deborah;29/01/2023;30/08/2024;Content Writing;Toptal;Expert;Canada;Bank Transfer;73;8585;413;8248;494;60;Fixed;5015;333
33;1093;1093;1093;Baker;Edward;20/12/2023;01/03/2024;Data Entry;Fiverr;Expert;Australia;PayPal;8;5345;8417;8039;323;46;Hourly;3391;35
34;1094;1094;1094;Nelson;Helen;10/02/2023;23/02/2025;Web Development;Freelancer;Expert;Asia;PayPal;244;6204;3804;7563;381;68;Hourly;5539;387
35;1095;1095;1095;Carter;Steven;18/05/2023;09/04/2024;App Development;Freelancer;Expert;Asia;PayPal;35;2298;825;6153;448;41;Fixed;1479;58
36;1096;1096;1096;Mitchell;Emily;15/05/2023;31/12/2024;Customer Support;Upwork;Expert;Europe;Bank Transfer;121;9186;3106;5883;441;81;Hourly;7282;229
37;1097;1097;1097;Perez;Brian;16/10/2023;30/05/2024;App Development;PeoplePerHour;Intermediate;UK;PayPal;199;3335;9904;6102;385;67;Hourly;1836;420
38;1098;1098;1098;Roberts;Melissa;07/05/2023;03/09/2024;App Development;Upwork;Beginner;Australia;PayPal;94;9572;6928;5932;369;13;Fixed;3295;123
39;1099;1099;1099;Evans;Jack;17/02/2023;26/01/2025;Graphic Design;Toptal;Beginner;Australia;Bank Transfer;182;2053;9058;8898;38;18;Hourly;671;87
40;1100;1100;1100;Gonzalez;Amy;25/05/2023;03/02/2024;Customer Support;Fiverr;Expert;UK;PayPal;149;3665;7861;6751;353;87;Hourly;5181;336
41;1101;1101;1101;Nelson;Kevin;11/12/2023;22/08/2024;Digital Marketing;PeoplePerHour;Expert;USA;Mobile Banking;206;3722;5627;5289;341;51;Fixed;3755;140
